0	6
1	7
0	8
4	8
1	9
2	9
3	9
7	9
9	10
0	11
1	11
3	11
4	11
7	11
8	11
9	11
10	11
1	12
2	12
4	12
7	12
9	12
1	13
10	13
7	14
1	15
9	15
11	15
13	15
9	16
0	17
1	17
2	17
4	17
6	17
7	17
8	17
9	17
10	17
11	17
12	17
13	17
15	17
13	18
4	19
7	19
12	20
19	20
9	21
11	21
12	21
17	21
2	23
5	23
9	23
11	23
12	23
17	23
2	24
9	24
10	24
11	24
13	24
17	24
23	24
9	25
11	25
13	25
14	25
17	25
3	26
4	26
7	26
21	26
4	27
11	27
22	27
2	28
9	28
11	28
13	28
14	28
24	28
10	29
12	29
13	29
25	29
9	30
12	30
21	30
3	31
7	31
10	31
15	31
23	31
28	31
6	32
8	32
9	32
13	32
23	32
24	32
9	33
11	33
12	33
13	33
17	33
19	33
1	34
5	34
9	34
11	34
12	34
13	34
17	34
23	34
24	34
31	34
