3	8
5	9
6	9
0	10
2	10
5	13
6	13
9	13
0	14
3	14
0	15
14	16
1	17
6	17
9	17
13	17
15	18
1	19
7	19
8	20
16	20
18	20
18	21
17	22
14	24
15	24
18	24
17	25
1	26
25	26
1	27
7	27
17	27
25	27
26	27
1	28
8	28
20	28
10	29
18	29
21	29
24	29
7	30
19	30
28	30
17	31
9	32
13	32
12	33
14	33
16	33
21	33
14	34
33	34
29	35
1	36
20	36
23	36
8	37
14	37
16	37
21	37
33	37
34	37
36	37
14	38
16	38
20	38
33	38
36	39
0	40
7	40
14	40
15	40
33	40
36	40
37	40
1	41
9	41
13	41
0	42
2	42
10	42
30	42
14	43
29	43
33	43
37	43
38	43
2	44
20	44
34	44
38	44
8	45
15	45
18	45
21	45
23	45
24	45
29	45
37	45
43	46
0	47
10	47
20	47
28	47
30	47
42	47
34	49
46	49
14	50
16	50
20	50
33	50
42	50
45	50
4	51
11	51
18	51
21	51
23	51
24	51
29	51
45	51
50	51
14	52
29	52
38	52
40	52
43	53
1	54
6	54
7	54
13	54
19	54
41	54
15	55
51	55
5	56
6	56
5	57
6	57
9	57
13	57
17	57
39	57
41	57
48	57
54	57
38	58
3	59
8	59
15	59
36	59
45	59
32	60
2	61
37	61
53	61
